druid,resource_label,resource_type,sequence,filename,file_label,publish,shelve,preserve,rights_view,rights_download,rights_location,mimetype,role,file_language
pv088wy6471,File 6,file,6,pv088wy6471_low_normal.jpg,pv088wy6471_low_normal.jpg,yes,yes,yes,stanford,stanford,,image/jpeg,,
qb122dq4313,File 1,file,1,qb122dq4313_low.mtl,qb122dq4313_low.mtl,yes,yes,yes,world,world,,text/plain,,
qb122dq4313,File 2,3d,2,qb122dq4313_low.obj,qb122dq4313_low.obj,yes,yes,yes,world,world,,text/plain,,
qb122dq4313,File 3,file,3,qb122dq4313_low_base.jpg,qb122dq4313_low_base.jpg,yes,yes,yes,world,world,,image/jpeg,,
qb122dq4313,File 4,file,4,qb122dq4313_low_normal.jpg,qb122dq4313_low_normal.jpg,yes,yes,yes,world,world,,image/jpeg,,
qb122dq4313,File 5,file,5,qb122dq4313_obj.tar,qb122dq4313_obj.tar,yes,yes,yes,world,world,,application/x-tar,,
qb697sk5555,File 1,file,1,qb697sk5555.zip,qb697sk5555.zip,no,no,yes,stanford,stanford,,application/zip,,
qb697sk5555,File 2,file,2,qb697sk5555_basecolor.jpg,qb697sk5555_basecolor.jpg,no,no,yes,stanford,stanford,,image/jpeg,,
qb697sk5555,File 3,file,3,qb697sk5555_low.mtl,qb697sk5555_low.mtl,yes,yes,yes,stanford,stanford,,text/plain,,
qb697sk5555,3d 1,3d,4,qb697sk5555_low.obj,qb697sk5555_low.obj,yes,yes,yes,stanford,stanford,,text/plain,,
qb697sk5555,File 4,file,5,qb697sk5555_normal.jpg,qb697sk5555_normal.jpg,no,no,yes,stanford,stanford,,image/jpeg,,
qf794pv6287,File 1,file,1,qf794pv6287.tar,qf794pv6287.tar,yes,yes,yes,world,world,,application/x-tar,,
qf794pv6287,File 2,file,2,qf794pv6287_basecolor_low.jpg,qf794pv6287_basecolor_low.jpg,yes,yes,yes,world,world,,image/jpeg,,
qf794pv6287,File 3,file,3,qf794pv6287_low.mtl,qf794pv6287_low.mtl,yes,yes,yes,world,world,,text/plain,,
qf794pv6287,File 4,3d,4,qf794pv6287_low.obj,qf794pv6287_low.obj,yes,yes,yes,world,world,,text/plain,,
qf794pv6287,File 5,file,5,qf794pv6287_normal_low.jpg,qf794pv6287_normal_low.jpg,yes,yes,yes,world,world,,image/jpeg,,
qf815hr1731,File 1,file,1,Djoser.mtl,Djoser.mtl,yes,yes,yes,world,world,,text/plain,,
qf815hr1731,3d 1,3d,2,Djoser.obj,Djoser.obj,yes,yes,yes,world,world,,text/plain,,
qf815hr1731,File 2,file,3,HesyRa3.png,HesyRa3.png,no,yes,yes,world,world,,image/png,,
qf815hr1731,File 3,file,4,_2.jpg,_2.jpg,no,yes,yes,world,world,,image/jpeg,,
qf815hr1731,File 4,file,5,limestone.jpg,limestone.jpg,no,yes,yes,world,world,,image/jpeg,,
qf815hr1731,File 5,file,6,qf815hr1731.zip,qf815hr1731.zip,yes,yes,yes,world,world,,application/zip,,
qg423xw3887,File 1,file,1,qg423xw3887.tar,qg423xw3887.tar,yes,yes,yes,world,world,,application/x-tar,,
qg423xw3887,File 2,file,2,qg423xw3887_basecolor.jpg,qg423xw3887_basecolor.jpg,yes,yes,yes,world,world,,image/jpeg,,
qg423xw3887,File 3,3d,3,qg423xw3887_low.mtl,qg423xw3887_low.mtl,yes,yes,yes,world,world,,text/plain,,
qg423xw3887,File 4,3d,4,qg423xw3887_low.obj,qg423xw3887_low.obj,yes,yes,yes,world,world,,text/plain,,
qg423xw3887,File 5,file,5,qg423xw3887_normal.jpg,qg423xw3887_normal.jpg,yes,yes,yes,world,world,,image/jpeg,,
qg865md6137,File 1,file,1,qg865md6137.tar,qg865md6137.tar,no,no,yes,world,world,,application/x-tar,,
qg865md6137,File 2,file,2,qg865md6137_basecolor.jpg,qg865md6137_basecolor.jpg,no,yes,yes,world,world,,image/jpeg,,
qg865md6137,File 3,file,3,qg865md6137_low.mtl,qg865md6137_low.mtl,yes,yes,yes,world,world,,text/plain,,
qg865md6137,3d 1,3d,4,qg865md6137_low.obj,qg865md6137_low.obj,yes,yes,yes,world,world,,text/plain,,
qg865md6137,File 4,file,5,qg865md6137_normal.jpg,qg865md6137_normal.jpg,no,yes,yes,world,world,,image/jpeg,,
qh825ht6999,File 1,file,1,qh825ht6999_low.mtl,qh825ht6999_low.mtl,yes,yes,yes,world,world,,text/plain,,
qh825ht6999,File 2,3d,2,qh825ht6999_low.obj,qh825ht6999_low.obj,yes,yes,yes,world,world,,text/plain,,
qh825ht6999,File 3,file,3,qh825ht6999_low_base.jpg,qh825ht6999_low_base.jpg,yes,yes,yes,world,world,,image/jpeg,,
qh825ht6999,File 4,file,4,qh825ht6999_low_normal.jpg,qh825ht6999_low_normal.jpg,yes,yes,yes,world,world,,image/jpeg,,
qh825ht6999,File 5,file,5,qh825ht6999_obj.tar,qh825ht6999_obj.tar,yes,yes,yes,world,world,,application/x-tar,,
qh885xg8432,File 1,file,1,qh885xg8432.tar,qh885xg8432.tar,yes,yes,yes,world,world,,application/x-tar,,
qh885xg8432,File 2,file,2,qh885xg8432_basecolor.jpg,qh885xg8432_basecolor.jpg,yes,yes,yes,world,world,,image/jpeg,,
qh885xg8432,File 3,file,3,qh885xg8432_low.mtl,qh885xg8432_low.mtl,yes,yes,yes,world,world,,text/plain,,
qh885xg8432,File 4,3d,4,qh885xg8432_low.obj,qh885xg8432_low.obj,yes,yes,yes,world,world,,text/plain,,
qh885xg8432,File 5,file,5,qh885xg8432_normal.jpg,qh885xg8432_normal.jpg,yes,yes,yes,world,world,,image/jpeg,,
qj562dz8381,File 1,file,1,qj562dz8381.tar,qj562dz8381.tar,no,no,yes,world,world,,application/x-tar,,
qj562dz8381,File 2,file,2,qj562dz8381_basecolor.jpg,qj562dz8381_basecolor.jpg,no,yes,yes,world,world,,image/jpeg,,
qj562dz8381,File 3,file,3,qj562dz8381_low.mtl,qj562dz8381_low.mtl,yes,yes,yes,world,world,,text/plain,,
qj562dz8381,3d 1,3d,4,qj562dz8381_low.obj,qj562dz8381_low.obj,yes,yes,yes,world,world,,text/plain,,
qj562dz8381,File 4,file,5,qj562dz8381_normal.jpg,qj562dz8381_normal.jpg,no,yes,yes,world,world,,image/jpeg,,
qk017hq8503,File 1,file,1,qk017hq8503.tar,qk017hq8503.tar,no,no,yes,world,world,,application/x-tar,,
qk017hq8503,File 2,file,2,qk017hq8503_basecolor.jpg,qk017hq8503_basecolor.jpg,no,yes,yes,world,world,,image/jpeg,,
qk017hq8503,File 3,file,3,qk017hq8503_low.mtl,qk017hq8503_low.mtl,yes,yes,yes,world,world,,text/plain,,
qk017hq8503,3d 1,3d,4,qk017hq8503_low.obj,qk017hq8503_low.obj,yes,yes,yes,world,world,,text/plain,,
qk017hq8503,File 4,file,5,qk017hq8503_normal.jpg,qk017hq8503_normal.jpg,no,yes,yes,world,world,,image/jpeg,,
qm594mp7429,File 1,file,1,HesyRa3.png,HesyRa3.png,no,yes,yes,world,world,,image/png,,
qm594mp7429,File 2,file,2,Paser.mtl,Paser.mtl,yes,yes,yes,world,world,,text/plain,,
qm594mp7429,3d 1,3d,3,Paser.obj,Paser.obj,yes,yes,yes,world,world,,text/plain,,
qm594mp7429,File 3,file,4,_11.jpg,_11.jpg,no,yes,yes,world,world,,image/jpeg,,
qm594mp7429,File 4,file,5,_13.jpg,_13.jpg,no,yes,yes,world,world,,image/jpeg,,
qm594mp7429,File 5,file,6,_35.jpg,_35.jpg,no,yes,yes,world,world,,image/jpeg,,
qm594mp7429,File 6,file,7,_53.jpg,_53.jpg,no,yes,yes,world,world,,image/jpeg,,
qm594mp7429,File 7,file,8,_59.jpg,_59.jpg,no,yes,yes,world,world,,image/jpeg,,
qm594mp7429,File 8,file,9,_60.jpg,_60.jpg,no,yes,yes,world,world,,image/jpeg,,
qm594mp7429,File 9,file,10,_61.jpg,_61.jpg,no,yes,yes,world,world,,image/jpeg,,
qm594mp7429,File 10,file,11,pink_granite2.jpg,pink_granite2.jpg,no,yes,yes,world,world,,image/jpeg,,
qm594mp7429,File 11,file,12,qm594mp7429.zip,qm594mp7429.zip,yes,yes,yes,world,world,,application/zip,,
qm662nb1071,File 1,file,1,qm662nb1071_low.mtl,qm662nb1071_low.mtl,yes,yes,yes,world,world,,text/plain,,
qm662nb1071,File 2,3d,2,qm662nb1071_low.obj,qm662nb1071_low.obj,yes,yes,yes,world,world,,text/plain,,
qm662nb1071,File 3,file,3,qm662nb1071_low_base.jpg,qm662nb1071_low_base.jpg,yes,yes,yes,world,world,,image/jpeg,,
qm662nb1071,File 4,file,4,qm662nb1071_low_normal.jpg,qm662nb1071_low_normal.jpg,yes,yes,yes,world,world,,image/jpeg,,
qm662nb1071,File 5,file,5,qm662nb1071_obj.tar,qm662nb1071_obj.tar,yes,yes,yes,world,world,,application/x-tar,,
qm940pb1476,File 1,file,1,qm940pb1476.ply,qm940pb1476.ply,yes,yes,yes,world,world,,,,
qm940pb1476,File 2,file,2,qm940pb1476_full_obj.tar,qm940pb1476_full_obj.tar,yes,yes,yes,world,world,,image/jpeg,,
qm940pb1476,File 3,file,3,qm940pb1476_low.mtl,qm940pb1476_low.mtl,yes,yes,yes,world,world,,,,
qm940pb1476,Object 1,3d,4,qm940pb1476_low.obj,qm940pb1476_low.obj,yes,yes,yes,world,world,,text/plain,,
qm940pb1476,File 5,file,5,qm940pb1476_low_base.jpg,qm940pb1476_low_base.jpg,yes,yes,yes,world,world,,image/jpeg,,
qm940pb1476,File 6,file,6,qm940pb1476_low_normal.jpg,qm940pb1476_low_normal.jpg,yes,yes,yes,world,world,,image/jpeg,,
qn292kb7966,File 1,file,1,qn292kb7966_low.mtl,qn292kb7966_low.mtl,yes,yes,yes,world,world,,text/plain,,
qn292kb7966,File 2,3d,2,qn292kb7966_low.obj,qn292kb7966_low.obj,yes,yes,yes,world,world,,text/plain,,
qn292kb7966,File 3,file,3,qn292kb7966_low_base.jpg,qn292kb7966_low_base.jpg,yes,yes,yes,world,world,,image/jpeg,,
qn292kb7966,File 4,file,4,qn292kb7966_low_normal.jpg,qn292kb7966_low_normal.jpg,yes,yes,yes,world,world,,image/jpeg,,
qn292kb7966,File 5,file,5,qn292kb7966_obj.tar,qn292kb7966_obj.tar,yes,yes,yes,world,world,,application/x-tar,,
qn887tw0682,File 1,file,1,3507.mtl,3507.mtl,yes,yes,yes,world,world,,text/plain,,
qn887tw0682,3d 1,3d,2,3507.obj,3507.obj,yes,yes,yes,world,world,,text/plain,,
qn887tw0682,File 2,file,3,HesyRa3.png,HesyRa3.png,no,yes,yes,world,world,,image/png,,
qn887tw0682,File 3,file,4,White_Paint.jpg,White_Paint.jpg,no,yes,yes,world,world,,image/jpeg,,
qn887tw0682,File 4,file,5,Wood_Cherry_Original.jpg,Wood_Cherry_Original.jpg,no,yes,yes,world,world,,image/jpeg,,
qn887tw0682,File 5,file,6,_2.jpg,_2.jpg,no,yes,yes,world,world,,image/jpeg,,
qn887tw0682,File 6,file,7,_3.jpg,_3.jpg,no,yes,yes,world,world,,image/jpeg,,
qn887tw0682,File 7,file,8,_5.jpg,_5.jpg,no,yes,yes,world,world,,image/jpeg,,
qn887tw0682,File 8,file,9,qn887tw0682.zip,qn887tw0682.zip,yes,yes,yes,world,world,,application/zip,,
qp612jh4242,File 1,file,1,qp612jh4242_low.mtl,qp612jh4242_low.mtl,yes,yes,yes,world,world,,text/plain,,
qp612jh4242,File 2,3d,2,qp612jh4242_low.obj,qp612jh4242_low.obj,yes,yes,yes,world,world,,text/plain,,
qp612jh4242,File 3,file,3,qp612jh4242_low_base.jpg,qp612jh4242_low_base.jpg,yes,yes,yes,world,world,,image/jpeg,,
qp612jh4242,File 4,file,4,qp612jh4242_low_normal.jpg,qp612jh4242_low_normal.jpg,yes,yes,yes,world,world,,image/jpeg,,
qp612jh4242,File 5,file,5,qp612jh4242_obj.tar,qp612jh4242_obj.tar,yes,yes,yes,world,world,,application/x-tar,,
qp699gg7657,File 1,file,1,3111.mtl,3111.mtl,yes,yes,yes,world,world,,text/plain,,
qp699gg7657,3d 1,3d,2,3111.obj,3111.obj,yes,yes,yes,world,world,,text/plain,,
qp699gg7657,File 2,file,3,HesyRa3.png,HesyRa3.png,no,yes,yes,world,world,,image/png,,
qp699gg7657,File 3,file,4,White_plaster_notexture.png,White_plaster_notexture.png,no,yes,yes,world,world,,image/png,,
qp699gg7657,File 4,file,5,qp699gg7657.zip,qp699gg7657.zip,yes,yes,yes,world,world,,application/zip,,
qp726hr4059,File 1,file,1,HesyRa3.png,HesyRa3.png,no,yes,yes,world,world,,image/png,,
qp726hr4059,File 2,file,2,ST219_220_211.mtl,ST219_220_211.mtl,yes,yes,yes,world,world,,text/plain,,
qp726hr4059,3d 1,3d,3,ST219_220_211.obj,ST219_220_211.obj,yes,yes,yes,world,world,,text/plain,,
qp726hr4059,File 3,file,4,White_Plaster_Transparent.jpg,White_Plaster_Transparent.jpg,no,yes,yes,world,world,,image/jpeg,,
qp726hr4059,File 4,file,5,White_Plaster_Transparent_Transparent.jpg,White_Plaster_Transparent_Transparent.jpg,no,yes,yes,world,world,,image/jpeg,,
qp726hr4059,File 5,file,6,White_Plaster_Transparent_Transparent1.jpg,White_Plaster_Transparent_Transparent1.jpg,no,yes,yes,world,world,,image/jpeg,,
qp726hr4059,File 6,file,7,floor_slabs2.jpg,floor_slabs2.jpg,no,yes,yes,world,world,,image/jpeg,,
qp726hr4059,File 7,file,8,mudplaster.jpg,mudplaster.jpg,no,yes,yes,world,world,,image/jpeg,,
qp726hr4059,File 8,file,9,mudplaster1.jpg,mudplaster1.jpg,no,yes,yes,world,world,,image/jpeg,,
qp726hr4059,File 9,file,10,pink_granite2.jpg,pink_granite2.jpg,no,yes,yes,world,world,,image/jpeg,,
qp726hr4059,File 10,file,11,qp726hr4059.zip,qp726hr4059.zip,yes,yes,yes,world,world,,application/zip,,
qp726hr4059,File 11,file,12,white_limeston_block.jpg,white_limeston_block.jpg,no,yes,yes,world,world,,image/jpeg,,
qp726hr4059,File 12,file,13,white_limestone1.jpg,white_limestone1.jpg,no,yes,yes,world,world,,image/jpeg,,
qp726hr4059,File 13,file,14,white_limestone2.jpg,white_limestone2.jpg,no,yes,yes,world,world,,image/jpeg,,
qp726hr4059,File 14,file,15,white_mudplaster.jpg,white_mudplaster.jpg,no,yes,yes,world,world,,image/jpeg,,
qp726hr4059,File 15,file,16,white_mudplaster1.jpg,white_mudplaster1.jpg,no,yes,yes,world,world,,image/jpeg,,
qs187qh6138,File 1,file,1,qs187qh6138.tar,qs187qh6138.tar,no,no,yes,world,world,,application/x-tar,,
qs187qh6138,File 2,file,2,qs187qh6138_basecolor.jpg,qs187qh6138_basecolor.jpg,no,yes,yes,world,world,,image/jpeg,,
qs187qh6138,File 3,file,3,qs187qh6138_low.mtl,qs187qh6138_low.mtl,yes,yes,yes,world,world,,text/plain,,
qs187qh6138,3d 1,3d,4,qs187qh6138_low.obj,qs187qh6138_low.obj,yes,yes,yes,world,world,,text/plain,,
qs187qh6138,File 4,file,5,qs187qh6138_normal.jpg,qs187qh6138_normal.jpg,no,yes,yes,world,world,,image/jpeg,,
qt635cj5288,File 1,file,1,qt635cj5288.tar,qt635cj5288.tar,yes,yes,yes,world,world,,application/x-tar,,
qt635cj5288,File 2,file,2,qt635cj5288_basecolor.jpg,qt635cj5288_basecolor.jpg,yes,yes,yes,world,world,,image/jpeg,,
qt635cj5288,File 3,file,3,qt635cj5288_low.mtl,qt635cj5288_low.mtl,yes,yes,yes,world,world,,text/plain,,
qt635cj5288,File 4,3d,4,qt635cj5288_low.obj,qt635cj5288_low.obj,yes,yes,yes,world,world,,text/plain,,
qt635cj5288,File 5,file,5,qt635cj5288_normal.jpg,qt635cj5288_normal.jpg,yes,yes,yes,world,world,,image/jpeg,,
qt822cf5118,File 1,file,1,qt822cf5118.ply,qt822cf5118.ply,yes,yes,yes,stanford,stanford,,,,
qt822cf5118,File 2,file,2,qt822cf5118_full_obj.tar,qt822cf5118_full_obj.tar,yes,yes,yes,stanford,stanford,,image/jpeg,,
qt822cf5118,File 3,file,3,qt822cf5118_low.mtl,qt822cf5118_low.mtl,yes,yes,yes,stanford,stanford,,,,
qt822cf5118,Object 1,3d,4,qt822cf5118_low.obj,qt822cf5118_low.obj,yes,yes,yes,stanford,stanford,,text/plain,,
qt822cf5118,File 5,file,5,qt822cf5118_low_base.jpg,qt822cf5118_low_base.jpg,yes,yes,yes,stanford,stanford,,image/jpeg,,
qt822cf5118,File 6,file,6,qt822cf5118_low_normal.jpg,qt822cf5118_low_normal.jpg,yes,yes,yes,stanford,stanford,,image/jpeg,,
qw462sq8382,File 1,file,1,qw462sq8382.tar,qw462sq8382.tar,no,no,yes,world,world,,application/x-tar,,
qw462sq8382,File 2,file,2,qw462sq8382_basecolor.jpg,qw462sq8382_basecolor.jpg,no,yes,yes,world,world,,image/jpeg,,
qw462sq8382,File 3,file,3,qw462sq8382_low.mtl,qw462sq8382_low.mtl,yes,yes,yes,world,world,,text/plain,,
qw462sq8382,3d 1,3d,4,qw462sq8382_low.obj,qw462sq8382_low.obj,yes,yes,yes,world,world,,text/plain,,
qw462sq8382,File 4,file,5,qw462sq8382_normal.jpg,qw462sq8382_normal.jpg,no,yes,yes,world,world,,image/jpeg,,
qw575rm2321,File 1,file,1,qw575rm2321.tar,qw575rm2321.tar,yes,yes,yes,world,world,,application/x-tar,,
qw575rm2321,File 2,file,2,qw575rm2321_basecolor_low.jpg,qw575rm2321_basecolor_low.jpg,yes,yes,yes,world,world,,image/jpeg,,
qw575rm2321,File 3,file,3,qw575rm2321_low.mtl,qw575rm2321_low.mtl,yes,yes,yes,world,world,,,,
qw575rm2321,File 4,3d,4,qw575rm2321_low.obj,qw575rm2321_low.obj,yes,yes,yes,world,world,,text/plain,,
qw575rm2321,File 5,file,5,qw575rm2321_normal_low.jpg,qw575rm2321_normal_low.jpg,yes,yes,yes,world,world,,image/jpeg,,
qx099pr7578,File 1,file,1,qx099pr7578.ply,qx099pr7578.ply,yes,yes,yes,stanford,stanford,,,,
qx099pr7578,File 2,file,2,qx099pr7578_full_obj.tar,qx099pr7578_full_obj.tar,yes,yes,yes,stanford,stanford,,image/jpeg,,
qx099pr7578,File 3,file,3,qx099pr7578_low.mtl,qx099pr7578_low.mtl,yes,yes,yes,stanford,stanford,,,,
qx099pr7578,Object 1,3d,4,qx099pr7578_low.obj,qx099pr7578_low.obj,yes,yes,yes,stanford,stanford,,text/plain,,
qx099pr7578,File 5,file,5,qx099pr7578_low_base.jpg,qx099pr7578_low_base.jpg,yes,yes,yes,stanford,stanford,,image/jpeg,,
qx099pr7578,File 6,file,6,qx099pr7578_low_normal.jpg,qx099pr7578_low_normal.jpg,yes,yes,yes,stanford,stanford,,image/jpeg,,
qx504sh7466,File 1,file,1,qx504sh7466.ply,qx504sh7466.ply,yes,yes,yes,stanford,stanford,,,,
qx504sh7466,File 2,file,2,qx504sh7466_full_obj.tar,qx504sh7466_full_obj.tar,yes,yes,yes,stanford,stanford,,image/jpeg,,
qx504sh7466,File 3,file,3,qx504sh7466_low.mtl,qx504sh7466_low.mtl,yes,yes,yes,stanford,stanford,,,,
qx504sh7466,Object 1,3d,4,qx504sh7466_low.obj,qx504sh7466_low.obj,yes,yes,yes,stanford,stanford,,text/plain,,
qx504sh7466,File 5,file,5,qx504sh7466_low_base.jpg,qx504sh7466_low_base.jpg,yes,yes,yes,stanford,stanford,,image/jpeg,,
qx504sh7466,File 6,file,6,qx504sh7466_low_normal.jpg,qx504sh7466_low_normal.jpg,yes,yes,yes,stanford,stanford,,image/jpeg,,
qx652hz9095,File 1,file,1,qx652hz9095.ply,qx652hz9095.ply,yes,yes,yes,world,world,,,,
qx652hz9095,File 2,file,2,qx652hz9095_full_obj.tar,qx652hz9095_full_obj.tar,yes,yes,yes,world,world,,image/jpeg,,
qx652hz9095,File 3,file,3,qx652hz9095_low.mtl,qx652hz9095_low.mtl,yes,yes,yes,world,world,,,,
qx652hz9095,Object 1,3d,4,qx652hz9095_low.obj,qx652hz9095_low.obj,yes,yes,yes,world,world,,text/plain,,
qx652hz9095,File 5,file,5,qx652hz9095_low_base.jpg,qx652hz9095_low_base.jpg,yes,yes,yes,world,world,,image/jpeg,,
qx652hz9095,File 6,file,6,qx652hz9095_low_normal.jpg,qx652hz9095_low_normal.jpg,yes,yes,yes,world,world,,image/jpeg,,
rd118jw9745,File 1,file,1,Niankhwadjet_01.png,Niankhwadjet_01.png,no,yes,yes,world,world,,image/png,,
rd118jw9745,File 2,file,2,Sesheshet.mtl,Sesheshet.mtl,yes,yes,yes,world,world,,text/plain,,
rd118jw9745,3d 1,3d,3,Sesheshet.obj,Sesheshet.obj,yes,yes,yes,world,world,,text/plain,,
rd118jw9745,File 3,file,4,rd118jw9745.zip,rd118jw9745.zip,yes,yes,yes,world,world,,application/zip,,
rd118jw9745,File 4,file,5,white_limestone.jpg,white_limestone.jpg,no,yes,yes,world,world,,image/jpeg,,
rd869cn1741,File 1,file,1,3121.mtl,3121.mtl,yes,yes,yes,world,world,,text/plain,,
rd869cn1741,3d 1,3d,2,3121.obj,3121.obj,yes,yes,yes,world,world,,text/plain,,
rd869cn1741,File 2,file,3,HesyRa3.png,HesyRa3.png,no,yes,yes,world,world,,image/png,,
rd869cn1741,File 3,file,4,White_plaster_notexture.png,White_plaster_notexture.png,no,yes,yes,world,world,,image/png,,
rd869cn1741,File 4,file,5,rd869cn1741.zip,rd869cn1741.zip,yes,yes,yes,world,world,,application/zip,,
rf985qj5162,File 1,file,1,rf985qj5162.ply,rf985qj5162.ply,yes,yes,yes,stanford,stanford,,,,
rf985qj5162,File 2,file,2,rf985qj5162_full_obj.tar,rf985qj5162_full_obj.tar,yes,yes,yes,stanford,stanford,,image/jpeg,,
rf985qj5162,File 3,file,3,rf985qj5162_low.mtl,rf985qj5162_low.mtl,yes,yes,yes,stanford,stanford,,,,
rf985qj5162,Object 1,3d,4,rf985qj5162_low.obj,rf985qj5162_low.obj,yes,yes,yes,stanford,stanford,,text/plain,,
rf985qj5162,File 5,file,5,rf985qj5162_low_base.jpg,rf985qj5162_low_base.jpg,yes,yes,yes,stanford,stanford,,image/jpeg,,
rf985qj5162,File 6,file,6,rf985qj5162_low_normal.jpg,rf985qj5162_low_normal.jpg,yes,yes,yes,stanford,stanford,,image/jpeg,,
rj811bj9781,File 1,file,1,3035.mtl,3035.mtl,yes,yes,yes,world,world,,text/plain,,
rj811bj9781,3d 1,3d,2,3035.obj,3035.obj,yes,yes,yes,world,world,,text/plain,,
rj811bj9781,File 2,file,3,HesyRa3.png,HesyRa3.png,no,yes,yes,world,world,,image/png,,
rj811bj9781,File 3,file,4,White_plaster_notexture.png,White_plaster_notexture.png,no,yes,yes,world,world,,image/png,,
rj811bj9781,File 4,file,5,rj811bj9781.zip,rj811bj9781.zip,yes,yes,yes,world,world,,application/zip,,
rj971jy4809,File 1,file,1,rj971jy4809.tar,rj971jy4809.tar,no,no,yes,world,world,,application/x-tar,,
rj971jy4809,File 2,file,2,rj971jy4809_basecolor.jpg,rj971jy4809_basecolor.jpg,no,yes,yes,world,world,,image/jpeg,,
rj971jy4809,File 3,file,3,rj971jy4809_low.mtl,rj971jy4809_low.mtl,yes,yes,yes,world,world,,text/plain,,
rj971jy4809,3d 1,3d,4,rj971jy4809_low.obj,rj971jy4809_low.obj,yes,yes,yes,world,world,,text/plain,,
rj971jy4809,File 4,file,5,rj971jy4809_normal.jpg,rj971jy4809_normal.jpg,no,yes,yes,world,world,,image/jpeg,,
rk512bw6430,File 1,file,1,3338.mtl,3338.mtl,yes,yes,yes,world,world,,text/plain,,
rk512bw6430,3d 1,3d,2,3338.obj,3338.obj,yes,yes,yes,world,world,,text/plain,,
rk512bw6430,File 2,file,3,HesyRa3.png,HesyRa3.png,no,yes,yes,world,world,,image/png,,
rk512bw6430,File 3,file,4,White_plaster_notexture.png,White_plaster_notexture.png,no,yes,yes,world,world,,image/png,,
rk512bw6430,File 4,file,5,rk512bw6430.zip,rk512bw6430.zip,yes,yes,yes,world,world,,application/zip,,
rk715bv9776,File 1,file,1,Isisnofret.mtl,Isisnofret.mtl,yes,yes,yes,world,world,,text/plain,,
rk715bv9776,3d 1,3d,2,Isisnofret.obj,Isisnofret.obj,yes,yes,yes,world,world,,text/plain,,
rk715bv9776,File 2,file,3,Limestone_block.jpg,Limestone_block.jpg,no,yes,yes,world,world,,image/jpeg,,
rk715bv9776,File 3,file,4,Limestone_block2.jpg,Limestone_block2.jpg,no,yes,yes,world,world,,image/jpeg,,
rk715bv9776,File 4,file,5,Mudbrick.png,Mudbrick.png,no,yes,yes,world,world,,image/png,,
rk715bv9776,File 5,file,6,Mudplaster.jpg,Mudplaster.jpg,no,yes,yes,world,world,,image/jpeg,,
rk715bv9776,File 6,file,7,Niankhwadjet_01.png,Niankhwadjet_01.png,no,yes,yes,world,world,,image/png,,
rk715bv9776,File 7,file,8,Paving.jpg,Paving.jpg,no,yes,yes,world,world,,image/jpeg,,
rk715bv9776,File 8,file,9,Redgranite.jpg,Redgranite.jpg,no,yes,yes,world,world,,image/jpeg,,
rk715bv9776,File 9,file,10,_35.jpg,_35.jpg,no,yes,yes,world,world,,image/jpeg,,
rk715bv9776,File 10,file,11,limestone_noblocks.jpg,limestone_noblocks.jpg,no,yes,yes,world,world,,image/jpeg,,
rk715bv9776,File 11,file,12,limestone_noblocks2.jpg,limestone_noblocks2.jpg,no,yes,yes,world,world,,image/jpeg,,
rk715bv9776,File 12,file,13,rk715bv9776.zip,rk715bv9776.zip,yes,yes,yes,world,world,,application/zip,,
rk715bv9776,File 13,file,14,white_limestone1.jpg,white_limestone1.jpg,no,yes,yes,world,world,,image/jpeg,,
rm026yf9836,File 1,file,1,rm026yf9836.ply,rm026yf9836.ply,yes,yes,yes,world,world,,,,
rm026yf9836,File 2,file,2,rm026yf9836_full_obj.tar,rm026yf9836_full_obj.tar,yes,yes,yes,world,world,,image/jpeg,,
rm026yf9836,File 3,file,3,rm026yf9836_low.mtl,rm026yf9836_low.mtl,yes,yes,yes,world,world,,,,
rm026yf9836,Object 1,3d,4,rm026yf9836_low.obj,rm026yf9836_low.obj,yes,yes,yes,world,world,,text/plain,,
rm026yf9836,File 5,file,5,rm026yf9836_low_base.jpg,rm026yf9836_low_base.jpg,yes,yes,yes,world,world,,image/jpeg,,
rm026yf9836,File 6,file,6,rm026yf9836_low_normal.jpg,rm026yf9836_low_normal.jpg,yes,yes,yes,world,world,,image/jpeg,,
rm209dn1639,File 1,file,1,rm209dn1639.tar,rm209dn1639.tar,no,no,yes,world,world,,application/x-tar,,
rm209dn1639,File 2,file,2,rm209dn1639_basecolor.jpg,rm209dn1639_basecolor.jpg,no,yes,yes,world,world,,image/jpeg,,
rm209dn1639,File 3,file,3,rm209dn1639_low.mtl,rm209dn1639_low.mtl,yes,yes,yes,world,world,,text/plain,,
rm209dn1639,3d 1,3d,4,rm209dn1639_low.obj,rm209dn1639_low.obj,yes,yes,yes,world,world,,text/plain,,
rm209dn1639,File 4,file,5,rm209dn1639_normal.jpg,rm209dn1639_normal.jpg,no,yes,yes,world,world,,image/jpeg,,
rm700mt9314,File 1,file,1,rm700mt9314.ply,rm700mt9314.ply,yes,yes,yes,world,world,,,,
rm700mt9314,File 2,file,2,rm700mt9314_full_obj.tar,rm700mt9314_full_obj.tar,yes,yes,yes,world,world,,image/jpeg,,
rm700mt9314,File 3,file,3,rm700mt9314_low.mtl,rm700mt9314_low.mtl,yes,yes,yes,world,world,,,,
rm700mt9314,Object 1,3d,4,rm700mt9314_low.obj,rm700mt9314_low.obj,yes,yes,yes,world,world,,text/plain,,
